state,net_groundwater_availability_bcm,total_draft_bcm,future_availability_bcm,stage_of_development_percent,total_mandals,over_exploited_mandals,critical_mandals,semi_critical_mandals,safe_mandals,saline_mandals_included_in_safe,source,assessment_year
Andhra Pradesh,20.15,8.9,11.25,44.15,670,45,24,60,541,81,CGWB Ground Water Year Book 2018-19 AP (Sum-up section),2018-19
